country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","30-11-2025 23:00:00",28.580280,77.233829,NO2,43,140,98
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","30-11-2025 23:00:00",28.60909,77.0325413,PM10,173,243,196
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","30-11-2025 23:00:00",28.60909,77.0325413,CO,49,104,81
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","30-11-2025 23:00:00",28.570173,76.933762,NH3,8,10,9
India,Delhi,Delhi,"Narela, Delhi - DPCC","30-11-2025 23:00:00",28.822836,77.101981,CO,42,87,65
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","30-11-2025 23:00:00",28.567890,77.250515,PM2.5,203,453,348
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","30-11-2025 23:00:00",28.567890,77.250515,PM10,153,412,253
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","30-11-2025 23:00:00",28.530785,77.271255,NH3,NA,NA,NA
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","30-11-2025 23:00:00",28.530785,77.271255,CO,28,106,58
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","30-11-2025 23:00:00",28.674045,77.131023,CO,35,96,61
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","30-11-2025 23:00:00",28.674045,77.131023,OZONE,4,152,56
India,Delhi,Delhi,"Pusa, Delhi - DPCC","30-11-2025 23:00:00",28.639652,77.146275,PM10,183,463,242
India,Delhi,Delhi,"Pusa, Delhi - DPCC","30-11-2025 23:00:00",28.639652,77.146275,NO2,54,178,106
India,Delhi,Delhi,"Pusa, Delhi - IMD","30-11-2025 23:00:00",28.636110,77.173332,PM10,122,340,207
India,Delhi,Delhi,"Pusa, Delhi - IMD","30-11-2025 23:00:00",28.636110,77.173332,CO,62,136,102
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","30-11-2025 23:00:00",28.563262,77.186937,CO,2,123,65
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","30-11-2025 23:00:00",28.6514781,77.1473105,SO2,17,29,24
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","30-11-2025 23:00:00",16.5150833,80.5181667,OZONE,16,31,23
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","30-11-2025 23:00:00",14.675886,77.593027,CO,31,42,35
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","30-11-2025 23:00:00",14.465052,78.824187,NH3,5,5,5
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","30-11-2025 23:00:00",16.509717,80.612222,NH3,6,9,8
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","30-11-2025 23:00:00",16.554731,80.649110,OZONE,53,128,88
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","30-11-2025 23:00:00",16.536107,80.594233,OZONE,18,35,26
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","30-11-2025 23:00:00",16.536107,80.594233,PM2.5,47,53,50
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","30-11-2025 23:00:00",17.72,83.3,CO,20,34,30
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","30-11-2025 23:00:00",16.554731,80.649110,CO,23,42,34
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","30-11-2025 23:00:00",14.465052,78.824187,OZONE,21,23,22
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","30-11-2025 23:00:00",13.615387,79.409230,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","30-11-2025 23:00:00",13.615387,79.409230,NO2,NA,NA,NA
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","30-11-2025 23:00:00",25.5626095,84.663264,SO2,10,10,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","30-11-2025 23:00:00",25.5626095,84.663264,OZONE,7,8,8
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","30-11-2025 23:00:00",25.42742023,86.13886079,NO2,16,24,20
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","30-11-2025 23:00:00",25.42742023,86.13886079,NH3,2,2,2
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","30-11-2025 23:00:00",25.42742023,86.13886079,CO,31,33,32
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","30-11-2025 23:00:00",26.80365,84.51954,PM10,94,133,112
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","30-11-2025 23:00:00",26.80365,84.51954,NO2,5,9,8
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","30-11-2025 23:00:00",26.80365,84.51954,CO,72,152,139
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","30-11-2025 23:00:00",25.204762,85.514960,OZONE,1,16,5
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","30-11-2025 23:00:00",24.7955,84.9994,PM2.5,NA,NA,NA
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","30-11-2025 23:00:00",24.7955,84.9994,NO2,9,9,9
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","30-11-2025 23:00:00",24.7955,84.9994,CO,23,109,78
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","30-11-2025 23:00:00",24.792403,84.992416,OZONE,1,29,12
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","30-11-2025 23:00:00",24.762518,84.982348,OZONE,10,54,34
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","30-11-2025 23:00:00",26.446912,91.439057,NH3,6,6,6
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","30-11-2025 23:00:00",26.446912,91.439057,SO2,7,8,8
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","30-11-2025 23:00:00",26.446912,91.439057,OZONE,18,22,20
India,Assam,Silchar,"Tarapur, Silchar - PCBA","30-11-2025 23:00:00",24.82827,92.79525,NO2,20,24,22
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","30-11-2025 23:00:00",26.987634,94.636574,CO,12,58,12
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","30-11-2025 23:00:00",25.5626095,84.663264,PM2.5,43,187,107
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","30-11-2025 23:00:00",25.5626095,84.663264,PM10,54,153,115
India,Assam,Guwahati,"IITG, Guwahati - PCBA","30-11-2025 23:00:00",26.2028636,91.70046436,OZONE,2,29,10
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","30-11-2025 23:00:00",26.181742,91.78063,PM2.5,NA,NA,NA
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","30-11-2025 23:00:00",26.181742,91.78063,NO2,NA,NA,NA
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","30-11-2025 23:00:00",26.181742,91.78063,CO,NA,NA,NA
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","30-11-2025 23:00:00",25.204762,85.514960,PM2.5,55,173,101
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","30-11-2025 23:00:00",27.103358,93.679645,OZONE,5,5,5
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","30-11-2025 23:00:00",25.697189,85.245900,CO,8,137,44
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","30-11-2025 23:00:00",25.560083,87.553265,PM10,54,114,81
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","30-11-2025 23:00:00",26.11442,85.39813,SO2,6,9,8
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","30-11-2025 23:00:00",26.1403345,85.3650192,PM2.5,83,95,91
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","30-11-2025 23:00:00",26.1403345,85.3650192,PM10,61,68,63
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","30-11-2025 23:00:00",25.560083,87.553265,CO,36,84,55
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","30-11-2025 23:00:00",26.0881305,87.93840336,PM10,38,356,160
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","30-11-2025 23:00:00",26.1403345,85.3650192,CO,38,57,49
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","30-11-2025 23:00:00",26.1209,85.3647,PM2.5,82,97,88
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","30-11-2025 23:00:00",26.0881305,87.93840336,NH3,3,3,3
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","30-11-2025 23:00:00",26.0881305,87.93840336,SO2,4,8,7
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","30-11-2025 23:00:00",27.308328,84.531742,NO2,3,15,7
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","30-11-2025 23:00:00",26.63086,84.90051,OZONE,2,4,3
India,Bihar,Munger,"Town Hall, Munger - BSPCB","30-11-2025 23:00:00",25.376776,86.471523,NH3,4,7,6
India,Bihar,Munger,"Town Hall, Munger - BSPCB","30-11-2025 23:00:00",25.376776,86.471523,NO2,4,5,5
India,Bihar,Munger,"Town Hall, Munger - BSPCB","30-11-2025 23:00:00",25.376776,86.471523,CO,NA,NA,NA
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","30-11-2025 23:00:00",22.118125,83.140608,NO2,8,29,16
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","30-11-2025 23:00:00",22.118125,83.140608,NH3,5,5,5
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","30-11-2025 23:00:00",22.368195,82.746431,SO2,7,17,11
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","30-11-2025 23:00:00",22.348441,82.549611,PM2.5,70,87,71
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","30-11-2025 23:00:00",22.348441,82.549611,NH3,1,2,2
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","30-11-2025 23:00:00",22.348441,82.549611,SO2,1,12,5
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","30-11-2025 23:00:00",25.586562,85.043586,SO2,NA,NA,NA
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","30-11-2025 23:00:00",25.592539,85.227158,PM10,65,88,74
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","30-11-2025 23:00:00",25.592539,85.227158,NH3,4,5,5
India,Bihar,Patna,"Muradpur, Patna - BSPCB","30-11-2025 23:00:00",25.619651,85.147382,PM2.5,87,198,140
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","30-11-2025 23:00:00",25.892357,86.590325,OZONE,9,11,10
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","30-11-2025 23:00:00",25.859655,85.77944,PM10,NA,NA,NA
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","30-11-2025 23:00:00",25.859655,85.77944,NH3,NA,NA,NA
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","30-11-2025 23:00:00",25.859655,85.77944,SO2,NA,NA,NA
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","30-11-2025 23:00:00",25.366336,87.117468,PM2.5,43,150,83
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","30-11-2025 23:00:00",25.03280,85.41948,PM10,46,106,73
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","30-11-2025 23:00:00",21.185571,81.343175,SO2,7,10,9
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","30-11-2025 23:00:00",21.185571,81.343175,OZONE,5,14,10
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","30-11-2025 23:00:00",30.751462,76.762879,PM2.5,82,204,116
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","30-11-2025 23:00:00",21.194815,81.314770,SO2,5,75,24
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","30-11-2025 23:00:00",25.892357,86.590325,NO2,6,9,7
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","30-11-2025 23:00:00",24.952822,84.002396,SO2,2,6,4
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","30-11-2025 23:00:00",22.126650,83.483212,OZONE,1,64,30
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","30-11-2025 23:00:00",22.1910172,83.5197009,PM2.5,42,88,63
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","30-11-2025 23:00:00",22.1910172,83.5197009,PM10,57,108,85
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","30-11-2025 23:00:00",21.258815,81.578979,PM2.5,57,240,145
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","30-11-2025 23:00:00",21.258815,81.578979,SO2,3,6,5
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","30-11-2025 23:00:00",28.695381,77.181665,PM10,165,339,215
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","30-11-2025 23:00:00",28.695381,77.181665,NO2,34,149,87
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","30-11-2025 23:00:00",22.06631475,83.33820077,PM10,42,420,120
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","30-11-2025 23:00:00",22.06631475,83.33820077,CO,22,62,39
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","30-11-2025 23:00:00",21.371751,81.664929,NO2,9,30,17
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","30-11-2025 23:00:00",22.126650,83.483212,NH3,2,2,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","30-11-2025 23:00:00",21.237755,81.705301,OZONE,1,3,1
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","30-11-2025 23:00:00",28.695381,77.181665,PM2.5,183,363,305
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","30-11-2025 23:00:00",28.695381,77.181665,OZONE,5,134,47
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","30-11-2025 23:00:00",28.7256504,77.2011573,CO,4,110,53
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","30-11-2025 23:00:00",28.5512005,77.2735737,PM2.5,140,350,284
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","30-11-2025 23:00:00",28.5512005,77.2735737,OZONE,10,97,34
India,Delhi,Delhi,"Bawana, Delhi - DPCC","30-11-2025 23:00:00",28.776200,77.051074,PM10,157,405,219
India,Delhi,Delhi,"Bawana, Delhi - DPCC","30-11-2025 23:00:00",28.776200,77.051074,NH3,5,8,7
India,Delhi,Delhi,"Bawana, Delhi - DPCC","30-11-2025 23:00:00",28.776200,77.051074,SO2,6,29,14
India,Delhi,Delhi,"ITO, Delhi - CPCB","30-11-2025 23:00:00",28.628624,77.241060,NO2,36,128,78
India,Delhi,Delhi,"ITO, Delhi - CPCB","30-11-2025 23:00:00",28.628624,77.241060,OZONE,11,79,31
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","30-11-2025 23:00:00",28.498571,77.264840,NH3,8,10,9
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","30-11-2025 23:00:00",28.580280,77.233829,PM10,157,401,251
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","30-11-2025 23:00:00",28.6811736,77.3025234,PM2.5,91,364,306
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","30-11-2025 23:00:00",28.5710274,77.0719006,NO2,54,154,95
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","30-11-2025 23:00:00",28.4706914,77.1099364,PM2.5,138,322,249
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","30-11-2025 23:00:00",28.656756,77.227234,CO,105,112,112
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","30-11-2025 23:00:00",28.530785,77.271255,OZONE,9,181,62
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","30-11-2025 23:00:00",28.623763,77.287209,PM10,142,329,222
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","30-11-2025 23:00:00",28.623763,77.287209,NO2,42,168,111
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","30-11-2025 23:00:00",28.623763,77.287209,NH3,10,17,13
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","30-11-2025 23:00:00",28.623763,77.287209,SO2,4,8,6
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","30-11-2025 23:00:00",28.623763,77.287209,CO,24,119,75
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","30-11-2025 23:00:00",28.567890,77.250515,SO2,6,31,15
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","30-11-2025 23:00:00",28.567890,77.250515,CO,118,139,128
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","30-11-2025 23:00:00",28.6573814,77.1585447,PM2.5,118,347,259
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","30-11-2025 23:00:00",28.530785,77.271255,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","30-11-2025 23:00:00",28.5918245,77.2273074,NO2,17,43,27
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","30-11-2025 23:00:00",28.611281,77.237738,PM2.5,87,321,259
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","30-11-2025 23:00:00",28.611281,77.237738,PM10,144,272,209
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","30-11-2025 23:00:00",28.611281,77.237738,NO2,44,153,99
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","30-11-2025 23:00:00",28.636429,77.201067,NO2,61,131,98
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","30-11-2025 23:00:00",28.636429,77.201067,CO,52,106,77
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","30-11-2025 23:00:00",28.636429,77.201067,OZONE,4,119,42
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","30-11-2025 23:00:00",28.588333,77.221667,PM2.5,135,318,262
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","30-11-2025 23:00:00",28.636429,77.201067,PM2.5,30,325,183
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","30-11-2025 23:00:00",28.570173,76.933762,PM2.5,110,323,264
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","30-11-2025 23:00:00",28.60909,77.0325413,SO2,4,37,21
India,Delhi,Delhi,"Narela, Delhi - DPCC","30-11-2025 23:00:00",28.822836,77.101981,PM2.5,139,370,281
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","30-11-2025 23:00:00",28.674045,77.131023,PM10,152,339,219
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","30-11-2025 23:00:00",28.674045,77.131023,NH3,4,5,4
India,Delhi,Delhi,"Pusa, Delhi - IMD","30-11-2025 23:00:00",28.636110,77.173332,PM2.5,114,376,291
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","30-11-2025 23:00:00",28.563262,77.186937,PM10,141,423,229
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","30-11-2025 23:00:00",28.563262,77.186937,NH3,6,7,6
India,Delhi,Delhi,"Rohini, Delhi - DPCC","30-11-2025 23:00:00",28.732528,77.119920,PM2.5,143,419,316
India,Delhi,Delhi,"Rohini, Delhi - DPCC","30-11-2025 23:00:00",28.732528,77.119920,CO,24,117,69
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","30-11-2025 23:00:00",28.6514781,77.1473105,PM2.5,319,348,325
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","30-11-2025 23:00:00",28.6514781,77.1473105,PM10,171,439,239
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","30-11-2025 23:00:00",14.675886,77.593027,NO2,20,20,20
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","30-11-2025 23:00:00",14.675886,77.593027,SO2,12,13,13
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","30-11-2025 23:00:00",14.465052,78.824187,PM2.5,57,309,155
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","30-11-2025 23:00:00",13.67,79.35,CO,16,48,28
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","30-11-2025 23:00:00",13.67,79.35,OZONE,3,348,9
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","30-11-2025 23:00:00",17.72,83.3,PM2.5,34,114,60
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","30-11-2025 23:00:00",17.72,83.3,PM10,48,102,71
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","30-11-2025 23:00:00",16.9872867,81.7363176,NO2,14,44,27
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","30-11-2025 23:00:00",16.9872867,81.7363176,CO,13,40,35
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","30-11-2025 23:00:00",16.509717,80.612222,SO2,15,19,18
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","30-11-2025 23:00:00",16.5150833,80.5181667,NH3,3,5,4
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","30-11-2025 23:00:00",26.071318,91.87488,SO2,5,8,6
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","30-11-2025 23:00:00",13.615387,79.409230,SO2,NA,NA,NA
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","30-11-2025 23:00:00",27.103358,93.679645,NO2,6,6,6
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","30-11-2025 23:00:00",25.567520,83.966379,NH3,3,3,3
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","30-11-2025 23:00:00",24.7955,84.9994,OZONE,19,20,20
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","30-11-2025 23:00:00",24.792403,84.992416,PM2.5,40,230,110
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","30-11-2025 23:00:00",24.792403,84.992416,NO2,3,6,4
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","30-11-2025 23:00:00",24.792403,84.992416,SO2,15,17,17
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","30-11-2025 23:00:00",24.762518,84.982348,NO2,20,21,20
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","30-11-2025 23:00:00",24.762518,84.982348,SO2,8,11,9
India,Assam,Guwahati,"IITG, Guwahati - PCBA","30-11-2025 23:00:00",26.2028636,91.70046436,SO2,23,28,24
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","30-11-2025 23:00:00",26.187500,91.744194,PM2.5,57,214,101
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","30-11-2025 23:00:00",26.349082,92.68449,PM2.5,NA,NA,NA
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","30-11-2025 23:00:00",26.349082,92.68449,NH3,NA,NA,NA
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","30-11-2025 23:00:00",26.349082,92.68449,SO2,NA,NA,NA
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","30-11-2025 23:00:00",26.80365,84.51954,PM2.5,82,157,108
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","30-11-2025 23:00:00",25.251013,86.989001,SO2,41,59,52
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","30-11-2025 23:00:00",26.146529,87.454184,PM2.5,77,315,192
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","30-11-2025 23:00:00",26.146529,87.454184,PM10,67,173,118
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","30-11-2025 23:00:00",26.146529,87.454184,OZONE,9,11,10
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","30-11-2025 23:00:00",25.697189,85.245900,NH3,5,10,8
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","30-11-2025 23:00:00",25.697189,85.245900,SO2,2,5,4
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","30-11-2025 23:00:00",26.987634,94.636574,SO2,NA,NA,NA
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","30-11-2025 23:00:00",25.560083,87.553265,NO2,12,20,17
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","30-11-2025 23:00:00",25.265194,87.012947,NO2,6,8,8
India,Assam,Silchar,"Tarapur, Silchar - PCBA","30-11-2025 23:00:00",24.82827,92.79525,SO2,5,7,5
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","30-11-2025 23:00:00",25.592539,85.227158,NO2,17,39,24
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","30-11-2025 23:00:00",25.592539,85.227158,OZONE,8,12,10
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","30-11-2025 23:00:00",25.610369,85.132568,CO,34,76,71
India,Bihar,Patna,"Muradpur, Patna - BSPCB","30-11-2025 23:00:00",25.619651,85.147382,CO,28,58,39
India,Bihar,Patna,"Muradpur, Patna - BSPCB","30-11-2025 23:00:00",25.619651,85.147382,OZONE,4,40,22
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","30-11-2025 23:00:00",25.599486,85.113666,PM2.5,46,94,66
India,Bihar,Patna,"Samanpura, Patna - BSPCB","30-11-2025 23:00:00",25.596727,85.085624,PM2.5,92,258,164
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","30-11-2025 23:00:00",26.1403345,85.3650192,OZONE,14,38,25
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","30-11-2025 23:00:00",26.1209,85.3647,NO2,9,14,10
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","30-11-2025 23:00:00",26.1209,85.3647,OZONE,8,32,19
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","30-11-2025 23:00:00",25.586562,85.043586,NO2,NA,NA,NA
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","30-11-2025 23:00:00",27.308328,84.531742,SO2,10,17,16
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","30-11-2025 23:00:00",27.308328,84.531742,CO,20,34,32
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","30-11-2025 23:00:00",27.308328,84.531742,OZONE,10,21,13
